logical_table,instance_id,episode_seed,treated_seat,difficulty_scalar,difficulty_tags,deal_rate,below_threshold_accept,worst_off,worst_off_share,dist_to_nbs,dist_to_ks,normalized_gini,normalized_nash_welfare_conditional,max_share,below_threshold_episode,normalized_primary,normalized_nash_welfare,justified_walk,missed_deal,ir_margin_of_no_deal,gini,z_parties,instance_n_deals,instance_n_ir_deals,instance_feasible_all_ir,instance_ir_margin
all_llm,scorable_negotiation-L4-712ba36a4f,3,,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,0.0,0.0,0.5414187120150269,0.0,0.35180722891566263,0.0,0.3132530120481927,0.0,1.0,0.0,nan,nan,nan,0.4186046511627907,0;1;0.1923076923;1;1,256,4,True,0.0
all_llm,scorable_negotiation-L1-996daa4124,2,,0.61343,easy;large-frontier,1.0,0.0,0.08080808080808081,0.02566423391116051,0.561600755547722,0.561600755547722,0.30432281939941114,0.4676486583368195,0.31759489465061125,0.0,0.8835,0.4676486583368195,nan,nan,nan,0.3724770642201835,0.08080808081;1;0.4428571429;1;0.625,256,22,True,0.3333333333333333
all_llm,scorable_negotiation-L2-0aa50f7b83,3,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,1.0,0.0,0.23684210526315788,0.0768419088793302,0.6255700920828654,0.6255700920828654,0.2302983887694343,0.5552364981257403,0.3244436152682831,0.0,0.8216,0.5552364981257403,nan,nan,nan,0.2682080924855491,0.7297297297;0.2368421053;0.4814814815;0.6341463415;1,256,14,True,0.46875
all_llm,scorable_negotiation-L1-996daa4124,1,,0.61343,easy;large-frontier,1.0,0.0,0.3333333333333333,0.09487042589018028,0.0,0.0,0.21522033759086617,0.641750200346156,0.2846112776705409,0.0,1.0,0.641750200346156,nan,nan,nan,0.31226765799256506,0.7373737374;1;0.4428571429;1;0.3333333333,256,22,True,0.3333333333333333
all_llm,scorable_negotiation-L4-712ba36a4f,1,,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,0.0,0.0,0.5414187120150269,0.0,0.35180722891566263,0.0,0.3132530120481927,0.0,1.0,0.0,nan,nan,nan,0.4186046511627907,0;1;0.1923076923;1;1,256,4,True,0.0
all_llm,scorable_negotiation-L0-65113008ad,4,,0.624796,medium,1.0,0.0,0.15476190476190477,0.043124491456468676,0.40449975030660673,0.8127768190800231,0.25151154785003443,0.5826707358115123,0.27865056018025913,0.0,0.9817,0.5826707358115123,nan,nan,nan,0.36205533596837947,0.4339622642;1;1;1;0.1547619048,256,29,True,0.43902439024390244
all_llm,scorable_negotiation-L0-611ee402f7,3,,0.55854,easy,1.0,0.0,0.417910447761194,0.14004767899037565,0.5426072941604801,0.0,0.07870140983851459,0.5881461012378201,0.22477164506948358,0.0,0.8874,0.5881461012378201,nan,nan,nan,0.19923954372623573,0.5851851852;0.4179104478;0.6666666667;0.6435643564;0.6707317073,256,43,True,0.417910447761194
all_llm,scorable_negotiation-L2-df1e479b72,2,,0.63001,medium;small-frontier,1.0,0.0,0.3333333333333333,0.10245526810142076,0.4166238404000277,0.4166238404000277,0.20941683757957538,0.6033188256577366,0.3073658043042623,0.0,0.9608,0.6033188256577366,nan,nan,nan,0.3253588516746411,0.4489795918;0.652173913;0.3333333333;1;0.8189655172,256,21,True,0.43103448275862066
all_llm,scorable_negotiation-L3-a8641f6c33,4,,0.651538,medium;small-frontier,1.0,0.0,0.1694915254237288,0.04704406460718206,0.46216222212042785,0.46216222212042785,0.24732632899482518,0.5931902678602432,0.2775599811823742,0.0,1.0,0.5931902678602432,nan,nan,nan,0.3569620253164557,0.4333333333;1;0.1694915254;1;1,256,8,True,0.43333333333333335
all_llm,scorable_negotiation-L3-d9a0ef3c04,0,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.0,0.46153846153846156,0.10344827586206896,0.3866789581820089,0.3866789581820089,0.09655172413793103,0.8567252750493096,0.22413793103448276,0.0,0.9965,0.8567252750493096,nan,nan,nan,0.41414141414141414,1;1;1;0.4615384615;1,256,5,True,0.651685393258427
all_llm,scorable_negotiation-L1-996daa4124,4,,0.61343,easy;large-frontier,1.0,0.0,0.3333333333333333,0.09487042589018028,0.0,0.0,0.21522033759086617,0.641750200346156,0.2846112776705409,0.0,1.0,0.641750200346156,nan,nan,nan,0.31226765799256506,0.7373737374;1;0.4428571429;1;0.3333333333,256,22,True,0.3333333333333333
all_llm,scorable_negotiation-L2-df1e479b72,3,,0.63001,medium;small-frontier,1.0,0.0,0.3333333333333333,0.10245526810142076,0.4166238404000277,0.4166238404000277,0.20941683757957538,0.6033188256577366,0.3073658043042623,0.0,0.9608,0.6033188256577366,nan,nan,nan,0.3253588516746411,0.4489795918;0.652173913;0.3333333333;1;0.8189655172,256,21,True,0.43103448275862066
all_llm,scorable_negotiation-L1-a9097927ce,3,,0.551691,easy,1.0,0.0,0.30985915492957744,0.11307112482686159,0.48685450697447535,0.48685450697447535,0.17235072143678773,0.5193987562502007,0.3173142238224179,0.0,0.7545,0.5193987562502007,nan,nan,nan,0.35818181818181816,0.3098591549;0.8695652174;0.4827586207;0.5441176471;0.5340909091,256,37,True,0.4827586206896552
all_llm,scorable_negotiation-L3-46e1252af7,0,,0.684076,hard;pivotal-seat,1.0,0.0,0.21621621621621623,0.058823529411764705,0.7535799047879709,0.7535799047879709,0.22941176470588237,0.6301255536714604,0.27205882352941174,0.0,1.0,0.6301255536714604,nan,nan,nan,0.35348837209302325,1;1;0.2162162162;0.4594594595;1,256,8,True,0.49230769230769234
all_llm,scorable_negotiation-L2-103cef6017,4,,0.638165,medium;small-frontier,1.0,0.0,0.22950819672131148,0.07193191783909426,0.6755721495511996,0.6755721495511996,0.26942530307222146,0.55188751480072,0.31341764201319644,0.0,0.9274,0.55188751480072,nan,nan,nan,0.26744186046511625,1;0.2295081967;0.5692307692;0.3918918919;1,256,15,True,0.2692307692307692
all_llm,scorable_negotiation-L3-9a673abad3,4,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.0,0.08620689655172414,0.024408550315175408,0.0,0.0,0.24322632218065984,0.5375432415425709,0.2831391836560347,0.0,1.0,0.5375432415425709,nan,nan,nan,0.28679245283018867,0.68;1;1;0.08620689655;0.765625,256,9,True,0.08620689655172414
all_llm,scorable_negotiation-L0-a483b0d80d,2,,0.546303,easy,1.0,0.0,0.13333333333333333,0.04588876191321521,0.7080818834056857,0.7080818834056857,0.31221444342124244,0.46659111489790084,0.3441657143491141,0.0,0.9244,0.46659111489790084,nan,nan,nan,0.25504587155963304,0.3404255319;1;0.875;0.5568181818;0.1333333333,256,40,True,0.4727272727272727
all_llm,scorable_negotiation-L1-282034699c,1,,0.600081,easy;large-frontier,1.0,0.0,0.3218390804597701,0.10979475373425825,0.8681224744166514,0.42805715977264064,0.17509264487018628,0.5535942439950864,0.284289987347633,0.0,0.7331,0.5535942439950864,nan,nan,nan,0.17115384615384616,0.6666666667;0.6847826087;0.8333333333;0.4246575342;0.3218390805,256,27,True,0.55
all_llm,scorable_negotiation-L1-996daa4124,3,,0.61343,easy;large-frontier,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,nan,,256,22,True,0.3333333333333333
all_llm,scorable_negotiation-L1-aabb4d986b,0,,0.614162,easy,1.0,0.0,0.43333333333333335,0.13772474304994106,0.5527773642186545,0.294947161689015,0.11155412488009328,0.6159478240760222,0.2520691583672661,0.0,0.8264,0.6159478240760222,nan,nan,nan,0.23911439114391145,0.4333333333;0.5737704918;0.7931034483;0.6144578313;0.7317073171,256,22,True,0.4959349593495935
all_llm,scorable_negotiation-L4-712ba36a4f,4,,0.706191,hard;no-clear-win-win;pivotal-seat,1.0,0.0,0.0,0.0,0.5414187120150269,0.0,0.35180722891566263,0.0,0.3132530120481927,0.0,1.0,0.0,nan,nan,nan,0.4186046511627907,0;1;0.1923076923;1;1,256,4,True,0.0
all_llm,scorable_negotiation-L3-9a673abad3,0,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.0,0.08620689655172414,0.024408550315175408,0.0,0.0,0.24322632218065984,0.5375432415425709,0.2831391836560347,0.0,1.0,0.5375432415425709,nan,nan,nan,0.28679245283018867,0.68;1;1;0.08620689655;0.765625,256,9,True,0.08620689655172414
all_llm,scorable_negotiation-L1-19dae4b672,2,,0.62258,high-conflict;medium,1.0,0.0,0.1836734693877551,0.06661399479937662,0.26296012136086777,0.26296012136086777,0.22849721663910075,0.4886454343014315,0.338497780980536,0.0,0.9455,0.4886454343014315,nan,nan,nan,0.3076923076923077,0.1836734694;0.5;0.9333333333;0.5757575758;0.564516129,256,27,True,0.4387755102040816
all_llm,scorable_negotiation-L0-65113008ad,2,,0.624796,medium,1.0,0.0,0.0945945945945946,0.033035172355423366,0.8898453416249925,0.6210363423118869,0.30255857424401805,0.446102450308922,0.34922896490018984,0.0,0.755,0.446102450308922,nan,nan,nan,0.3588235294117647,1;0.4390243902;0.7941176471;0.09459459459;0.5357142857,256,29,True,0.43902439024390244
all_llm,scorable_negotiation-L3-a8641f6c33,0,,0.651538,medium;small-frontier,1.0,0.0,0.3157894736842105,0.10500940001462124,0.9478878791784949,0.9478878791784949,0.22477975625847832,0.5538446835202459,0.33252976671296725,0.0,0.6793,0.5538446835202459,nan,nan,nan,0.2823529411764706,1;0.7352941176;0.5423728814;0.3157894737;0.4137931034,256,8,True,0.43333333333333335
all_llm,scorable_negotiation-L1-a9097927ce,2,,0.551691,easy,1.0,0.0,0.30985915492957744,0.11307112482686159,0.48685450697447535,0.48685450697447535,0.17235072143678773,0.5193987562502007,0.3173142238224179,0.0,0.7545,0.5193987562502007,nan,nan,nan,0.35818181818181816,0.3098591549;0.8695652174;0.4827586207;0.5441176471;0.5340909091,256,37,True,0.4827586206896552
all_llm,scorable_negotiation-L4-faf2ca7d47,2,,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,1.0,0.0,0.0,0.0,1.6670137467555703,0.6448855495781002,0.3346938775510204,0.0,0.30612244897959184,0.0,0.8196,0.0,nan,nan,nan,0.44819277108433736,1;1;0.2666666667;0;1,256,5,True,0.0
all_llm,scorable_negotiation-L4-faf2ca7d47,0,,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,1.0,0.0,0.0,0.0,1.560565338842529,0.34293109728417764,0.41851015801354396,0.0,0.3555304740406321,0.0,0.6768,0.0,nan,nan,nan,0.6723404255319149,1;0.05714285714;0.7555555556;0;1,256,5,True,0.0
all_llm,scorable_negotiation-L3-d9a0ef3c04,4,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.0,0.651685393258427,0.14009661835748793,0.0,0.0,0.05990338164251207,0.9179258437648328,0.214975845410628,0.0,1.0,0.9179258437648328,nan,nan,nan,0.29333333333333333,1;1;1;1;0.6516853933,256,5,True,0.651685393258427
all_llm,scorable_negotiation-L3-a8641f6c33,2,,0.651538,medium;small-frontier,1.0,0.0,0.3157894736842105,0.10500940001462124,0.9478878791784949,0.9478878791784949,0.22477975625847832,0.5538446835202459,0.33252976671296725,0.0,0.6793,0.5538446835202459,nan,nan,nan,0.2823529411764706,1;0.7352941176;0.5423728814;0.3157894737;0.4137931034,256,8,True,0.43333333333333335
all_llm,scorable_negotiation-L2-df1e479b72,1,,0.63001,medium;small-frontier,1.0,0.0,0.3333333333333333,0.10245526810142076,0.4166238404000277,0.4166238404000277,0.20941683757957538,0.6033188256577366,0.3073658043042623,0.0,0.9608,0.6033188256577366,nan,nan,nan,0.3253588516746411,0.4489795918;0.652173913;0.3333333333;1;0.8189655172,256,21,True,0.43103448275862066
all_llm,scorable_negotiation-L1-282034699c,3,,0.600081,easy;large-frontier,1.0,0.0,0.0273972602739726,0.009554898586641406,1.0153037661503979,0.6193523355408711,0.3427133452829254,0.3470111887551854,0.34875379841241133,0.0,0.7122,0.3470111887551854,nan,nan,nan,0.300507614213198,1;0.6847826087;0.8333333333;0.02739726027;0.3218390805,256,27,True,0.55
all_llm,scorable_negotiation-L4-8a29217702,3,,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.0,0.49122807017543857,0.11676396997497913,0.0,0.0,0.1237698081734779,0.8113601931999888,0.23769808173477897,0.0,1.0,0.8113601931999888,nan,nan,nan,0.20210526315789473,1;1;0.7157894737;0.4912280702;1,256,4,True,0.49122807017543857
all_llm,scorable_negotiation-L0-32200851b2,0,,0.562257,easy;high-conflict,1.0,0.0,0.24242424242424243,0.09136137924130079,0.5514512891620004,0.5514512891620004,0.2184519057774696,0.48259333271595234,0.302320827736667,0.0,0.9254,0.48259333271595234,nan,nan,nan,0.22833333333333333,0.8021978022;0.3289473684;0.2424242424;0.6585365854;0.6213592233,256,47,True,0.32926829268292684
all_llm,scorable_negotiation-L2-103cef6017,2,,0.638165,medium;small-frontier,1.0,0.0,0.11475409836065574,0.03724628064322082,0.5062048047298621,0.5062048047298621,0.324738451234411,0.464110462236373,0.32457473131949566,0.0,0.9578,0.464110462236373,nan,nan,nan,0.385929648241206,0.2692307692;0.1147540984;1;1;0.696969697,256,15,True,0.2692307692307692
all_llm,scorable_negotiation-L3-d9a0ef3c04,3,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.0,0.651685393258427,0.14009661835748793,0.0,0.0,0.05990338164251207,0.9179258437648328,0.214975845410628,0.0,1.0,0.9179258437648328,nan,nan,nan,0.29333333333333333,1;1;1;1;0.6516853933,256,5,True,0.651685393258427
all_llm,scorable_negotiation-L3-9a1b1c0960,3,,0.689368,hard;pivotal-seat,1.0,0.0,0.15789473684210525,0.04903781856007132,0.531682611776159,0.531682611776159,0.22953661738118233,0.550249714729916,0.3105728508804517,0.0,0.9183,0.550249714729916,nan,nan,nan,0.2318471337579618,0.7543859649;0.1578947368;1;0.7166666667;0.5909090909,256,8,True,0.18421052631578946
all_llm,scorable_negotiation-L3-9a1b1c0960,1,,0.689368,hard;pivotal-seat,1.0,0.0,0.15789473684210525,0.04903781856007132,0.531682611776159,0.531682611776159,0.22953661738118233,0.550249714729916,0.3105728508804517,0.0,0.9183,0.550249714729916,nan,nan,nan,0.2318471337579618,0.7543859649;0.1578947368;1;0.7166666667;0.5909090909,256,8,True,0.18421052631578946
all_llm,scorable_negotiation-L0-34733a57e6,0,,0.561029,easy;large-frontier,1.0,0.0,0.3283582089552239,0.12106621585704819,0.44093905328630767,0.44093905328630767,0.21040716999432124,0.5032176115004844,0.3397838803331949,0.0,0.7853,0.5032176115004844,nan,nan,nan,0.14486486486486486,0.328358209;0.3372093023;0.5774647887;0.9215686275;0.5476190476,256,45,True,0.4523809523809524
all_llm,scorable_negotiation-L4-8a29217702,4,,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.0,0.49122807017543857,0.11676396997497913,0.0,0.0,0.1237698081734779,0.8113601931999888,0.23769808173477897,0.0,1.0,0.8113601931999888,nan,nan,nan,0.20210526315789473,1;1;0.7157894737;0.4912280702;1,256,4,True,0.49122807017543857
all_llm,scorable_negotiation-L1-19dae4b672,0,,0.62258,high-conflict;medium,1.0,0.0,0.1836734693877551,0.06661399479937662,0.26296012136086777,0.26296012136086777,0.22849721663910075,0.4886454343014315,0.338497780980536,0.0,0.9455,0.4886454343014315,nan,nan,nan,0.3076923076923077,0.1836734694;0.5;0.9333333333;0.5757575758;0.564516129,256,27,True,0.4387755102040816
all_llm,scorable_negotiation-L0-a483b0d80d,0,,0.546303,easy,1.0,0.0,0.11702127659574468,0.037442559709536506,0.8496454618458733,0.8496454618458733,0.33693765246496854,0.42368425425403855,0.31996369206331193,0.0,0.9987,0.42368425425403855,nan,nan,nan,0.3593220338983051,0.1170212766;1;0.875;1;0.1333333333,256,40,True,0.4727272727272727
all_llm,scorable_negotiation-L2-1fc37540c8,1,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.0,0.05,0.016616852244746256,0.5043263731254787,0.5043263731254787,0.3442553389187431,0.39862525191187015,0.3323370448949251,0.0,0.8891,0.39862525191187015,nan,nan,nan,0.45208333333333334,0.05;0.6486486486;0.3103448276;1;1,256,17,True,0.3103448275862069
all_llm,scorable_negotiation-L1-19dae4b672,1,,0.62258,high-conflict;medium,1.0,0.0,0.14516129032258066,0.04732032496779846,0.5728688967940591,0.5728688967940591,0.2423250657795763,0.5190553291636535,0.3259844608892783,0.0,0.9605,0.5190553291636535,nan,nan,nan,0.26542056074766357,0.7244897959;1;0.6222222222;0.5757575758;0.1451612903,256,27,True,0.4387755102040816
all_llm,scorable_negotiation-L0-611ee402f7,1,,0.55854,easy,1.0,0.0,0.35185185185185186,0.1053021339871845,0.0,0.5426072941604801,0.19081032020372948,0.6246360293738825,0.29927974922673495,0.0,1.0,0.6246360293738825,nan,nan,nan,0.26887417218543047,0.762962963;0.7611940299;0.3518518519;0.4653465347;1,256,43,True,0.417910447761194
all_llm,scorable_negotiation-L4-d49e5fe070,2,,0.672467,medium;small-frontier,1.0,0.0,0.36,0.0960218883001824,0.0,0.0,0.17148151365123485,0.704468524997698,0.2667274675005067,0.0,1.0,0.704468524997698,nan,nan,nan,0.35833333333333334,0.7164179104;0.6727272727;1;0.36;1,256,5,True,0.36
all_llm,scorable_negotiation-L4-8a29217702,2,,0.68927,hard;high-conflict;no-clear-win-win;small-frontier,1.0,0.0,0.49122807017543857,0.11676396997497913,0.0,0.0,0.1237698081734779,0.8113601931999888,0.23769808173477897,0.0,1.0,0.8113601931999888,nan,nan,nan,0.20210526315789473,1;1;0.7157894737;0.4912280702;1,256,4,True,0.49122807017543857
all_llm,scorable_negotiation-L2-1fc37540c8,4,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.0,0.3103448275862069,0.09367033714054654,0.0,0.0,0.17121559297003652,0.6208791766745703,0.3018266418973166,0.0,1.0,0.6208791766745703,nan,nan,nan,0.2320754716981132,0.6875;0.6486486486;0.3103448276;1;0.6666666667,256,17,True,0.3103448275862069
all_llm,scorable_negotiation-L2-0aa50f7b83,4,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,1.0,0.0,0.23684210526315788,0.0768419088793302,0.6255700920828654,0.6255700920828654,0.2302983887694343,0.5552364981257403,0.3244436152682831,0.0,0.8216,0.5552364981257403,nan,nan,nan,0.2682080924855491,0.7297297297;0.2368421053;0.4814814815;0.6341463415;1,256,14,True,0.46875
all_llm,scorable_negotiation-L3-a8641f6c33,3,,0.651538,medium;small-frontier,1.0,0.0,0.3157894736842105,0.10500940001462124,0.9478878791784949,0.9478878791784949,0.22477975625847832,0.5538446835202459,0.33252976671296725,0.0,0.6793,0.5538446835202459,nan,nan,nan,0.2823529411764706,1;0.7352941176;0.5423728814;0.3157894737;0.4137931034,256,8,True,0.43333333333333335
all_llm,scorable_negotiation-L0-34733a57e6,1,,0.561029,easy;large-frontier,1.0,0.0,0.29411764705882354,0.10704686339520629,0.4992332615113796,0.4992332615113796,0.24179584382090127,0.49770797871675715,0.36395933554370136,0.0,0.8189,0.49770797871675715,nan,nan,nan,0.3161904761904762,0.328358209;1;0.5774647887;0.2941176471;0.5476190476,256,45,True,0.4523809523809524
all_llm,scorable_negotiation-L3-46e1252af7,2,,0.684076,hard;pivotal-seat,1.0,0.0,0.49230769230769234,0.12787993221554225,0.0,0.0,0.13938217611862502,0.7432269180632755,0.2597561123128202,0.0,0.8431,0.7432269180632755,nan,nan,nan,0.1068062827225131,0.4923076923;0.6835443038;1;1;0.6739130435,256,8,True,0.49230769230769234
all_llm,scorable_negotiation-L0-34733a57e6,4,,0.561029,easy;large-frontier,1.0,0.0,0.3283582089552239,0.12535508532402867,0.35727727184346675,0.35727727184346675,0.08991525410769911,0.512126497790296,0.2320521499269229,0.0,0.7734,0.512126497790296,nan,nan,nan,0.1425531914893617,0.328358209;0.5581395349;0.5774647887;0.6078431373;0.5476190476,256,45,True,0.4523809523809524
all_llm,scorable_negotiation-L3-d9a0ef3c04,1,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.0,0.46153846153846156,0.10344827586206896,0.3866789581820089,0.3866789581820089,0.09655172413793103,0.8567252750493096,0.22413793103448276,0.0,0.9965,0.8567252750493096,nan,nan,nan,0.41414141414141414,1;1;1;0.4615384615;1,256,5,True,0.651685393258427
all_llm,scorable_negotiation-L4-d49e5fe070,1,,0.672467,medium;small-frontier,1.0,0.0,0.36,0.0960218883001824,0.0,0.0,0.17148151365123485,0.704468524997698,0.2667274675005067,0.0,1.0,0.704468524997698,nan,nan,nan,0.35833333333333334,0.7164179104;0.6727272727;1;0.36;1,256,5,True,0.36
all_llm,scorable_negotiation-L4-faf2ca7d47,4,,0.694187,hard;no-clear-win-win;pivotal-seat;small-frontier,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0,nan,,256,5,True,0.0
all_llm,scorable_negotiation-L2-1fc37540c8,3,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.0,0.3103448275862069,0.09367033714054654,0.0,0.0,0.17121559297003652,0.6208791766745703,0.3018266418973166,0.0,1.0,0.6208791766745703,nan,nan,nan,0.2320754716981132,0.6875;0.6486486486;0.3103448276;1;0.6666666667,256,17,True,0.3103448275862069
all_llm,scorable_negotiation-L3-9a1b1c0960,2,,0.689368,hard;pivotal-seat,1.0,0.0,0.18421052631578946,0.05568019579849071,0.0,0.0,0.2566591882520905,0.5651930906483458,0.3022639200489496,0.0,1.0,0.5651930906483458,nan,nan,nan,0.3073170731707317,0.5087719298;0.1842105263;0.6153846154;1;1,256,8,True,0.18421052631578946
all_llm,scorable_negotiation-L2-0aa50f7b83,2,,0.679768,hard;high-conflict;large-frontier;no-clear-win-win,1.0,0.0,0.23684210526315788,0.0768419088793302,0.6255700920828654,0.6255700920828654,0.2302983887694343,0.5552364981257403,0.3244436152682831,0.0,0.8216,0.5552364981257403,nan,nan,nan,0.2682080924855491,0.7297297297;0.2368421053;0.4814814815;0.6341463415;1,256,14,True,0.46875
all_llm,scorable_negotiation-L3-9a1b1c0960,4,,0.689368,hard;pivotal-seat,1.0,0.0,0.15384615384615385,0.04784059239929727,0.6283897756239305,0.6283897756239305,0.2308327658462425,0.5473985264460587,0.31096385059543225,0.0,0.8658,0.5473985264460587,nan,nan,nan,0.23333333333333334,0.7543859649;1;0.1538461538;0.7166666667;0.5909090909,256,8,True,0.18421052631578946
all_llm,scorable_negotiation-L2-df1e479b72,4,,0.63001,medium;small-frontier,1.0,0.0,0.2619047619047619,0.07835912552198478,0.6169319012476656,0.6169319012476656,0.24681896339965612,0.5912444496179982,0.2991893883566691,0.0,1.0,0.5912444496179982,nan,nan,nan,0.1731958762886598,1;1;0.6666666667;0.2619047619;0.4137931034,256,21,True,0.43103448275862066
all_llm,scorable_negotiation-L2-103cef6017,0,,0.638165,medium;small-frontier,1.0,0.0,0.2692307692307692,0.08176496151204807,0.0,0.0,0.18766556923636196,0.6067372574347059,0.3036984284733214,0.0,1.0,0.6067372574347059,nan,nan,nan,0.22995169082125605,0.2692307692;0.7049180328;1;0.6216216216;0.696969697,256,15,True,0.2692307692307692
all_llm,scorable_negotiation-L4-d49e5fe070,4,,0.672467,medium;small-frontier,1.0,0.0,0.36,0.0960218883001824,0.0,0.0,0.17148151365123485,0.704468524997698,0.2667274675005067,0.0,1.0,0.704468524997698,nan,nan,nan,0.35833333333333334,0.7164179104;0.6727272727;1;0.36;1,256,5,True,0.36
