logical_table,cell_id,instance_id,episode_seed,treated_seat,difficulty_scalar,difficulty_tags,normalized_primary,normalized_nash_welfare,deal_rate,dist_to_nbs,dist_to_ks,gini,worst_off,max_share,ir_rate,walked_rate,expired_rate,turns_to_close,n_distinct_openers,cost_usd
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-a8641f6c33,1,,0.651538,medium;small-frontier,0.9628,0.699813695624205,1.0,0.0,0.0,0.16855345911949685,0.43333333333333335,0.27187957424508014,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-9a1b1c0960,3,,0.689368,hard;pivotal-seat,1.0,0.5651930906483458,1.0,0.0,0.0,0.3073170731707317,0.18421052631578946,0.3022639200489496,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-9a1b1c0960,0,,0.689368,hard;pivotal-seat,1.0,0.5651930906483458,1.0,0.0,0.0,0.3073170731707317,0.18421052631578946,0.3022639200489496,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-d9a0ef3c04,4,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.0,0.29333333333333333,0.651685393258427,0.214975845410628,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-9a1b1c0960,4,,0.689368,hard;pivotal-seat,1.0,0.5651930906483458,1.0,0.0,0.0,0.3073170731707317,0.18421052631578946,0.3022639200489496,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-d9a0ef3c04,2,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.0,0.29333333333333333,0.651685393258427,0.214975845410628,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-a8641f6c33,4,,0.651538,medium;small-frontier,0.9628,0.699813695624205,1.0,0.0,0.0,0.16855345911949685,0.43333333333333335,0.27187957424508014,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-a8641f6c33,3,,0.651538,medium;small-frontier,0.9628,0.699813695624205,1.0,0.0,0.0,0.16855345911949685,0.43333333333333335,0.27187957424508014,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-a8641f6c33,2,,0.651538,medium;small-frontier,0.9628,0.699813695624205,1.0,0.0,0.0,0.16855345911949685,0.43333333333333335,0.27187957424508014,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-9a1b1c0960,2,,0.689368,hard;pivotal-seat,1.0,0.5651930906483458,1.0,0.0,0.0,0.3073170731707317,0.18421052631578946,0.3022639200489496,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-9a673abad3,1,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.0,0.28679245283018867,0.08620689655172414,0.2831391836560347,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-9a673abad3,4,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.0,0.28679245283018867,0.08620689655172414,0.2831391836560347,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-d9a0ef3c04,0,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.0,0.29333333333333333,0.651685393258427,0.214975845410628,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-46e1252af7,0,,0.684076,hard;pivotal-seat,0.8431,0.7432269180632755,1.0,0.0,0.0,0.1068062827225131,0.49230769230769234,0.2597561123128202,1.0,0.0,0.0,5.0,1.0,0.0
